id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
20207,KJDN,small_airport,Jordan Airport,47.3288002,-106.9530029,2662,NA,US,US-MT,Jordan,no,KJDN,JDN,JDN,,https://en.wikipedia.org/wiki/Jordan_Airport,
20208,KJEF,small_airport,Jefferson City Memorial Airport,38.59120178,-92.15609741,549,NA,US,US-MO,Jefferson City,no,KJEF,JEF,JEF,https://www.jeffcitymo.org/publicworks/airport/airport.html,https://en.wikipedia.org/wiki/Jefferson_City_Memorial_Airport,
3622,KJFK,large_airport,John F Kennedy International Airport,40.639801,-73.7789,13,NA,US,US-NY,New York,yes,KJFK,JFK,JFK,https://www.jfkairport.com/,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild"
20213,KJHW,medium_airport,Chautauqua County-Jamestown Airport,42.15340042,-79.25800323,1723,NA,US,US-NY,Jamestown,no,KJHW,JHW,JHW,,https://en.wikipedia.org/wiki/Chautauqua_County-Jamestown_Airport,
20214,KJKA,small_airport,Jack Edwards Airport,30.29050064,-87.67179871,17,NA,US,US-AL,Gulf Shores,no,KJKA,GUF,JKA,http://www.jka.us.com/,https://en.wikipedia.org/wiki/Jack_Edwards_Airport,
3623,KJLN,large_airport,Joplin Regional Airport,37.15179825,-94.49829865,981,NA,US,US-MO,Joplin,yes,KJLN,JLN,JLN,,https://en.wikipedia.org/wiki/Joplin_Regional_Airport,
3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,NA,US,US-ND,Jamestown,yes,KJMS,JMS,JMS,,https://en.wikipedia.org/wiki/Jamestown_Regional_Airport,
20219,KJOT,small_airport,Joliet Regional Airport,41.51779938,-88.17549896,582,NA,US,US-IL,Joliet,no,KJOT,JOT,JOT,http://www.jolietpark.org/index.php/facilities/joliet-regional-airport,https://en.wikipedia.org/wiki/Joliet_Regional_Airport,
20220,KJQF,small_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705,NA,US,US-NC,Concord,no,KJQF,USA,JQF,http://www.concordnc.gov/Departments/Concord-Regional-Airport,https://en.wikipedia.org/wiki/Concord_Regional_Airport,"3N8, ""NASCAR's Airport"""
20221,KJSO,small_airport,Cherokee County Airport,31.86930084,-95.2173996,677,NA,US,US-TX,Jacksonville,no,KJSO,JKV,JSO,,https://en.wikipedia.org/wiki/Cherokee_County_Airport_(Texas),
3625,KJST,medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107,-78.83390045,2284,NA,US,US-PA,Johnstown,yes,KJST,JST,JST,,https://en.wikipedia.org/wiki/Johnstown-Cambria_County_Airport,
20223,KJVL,small_airport,Southern Wisconsin Regional Airport,42.62030029,-89.04160309,808,NA,US,US-WI,Janesville,no,KJVL,JVL,JVL,http://www.jvlairport.com/,https://en.wikipedia.org/wiki/Southern_Wisconsin_Regional_Airport,Rock County Airport
3626,KJXN,medium_airport,Jackson County Reynolds Field,42.25979996,-84.45939636,1001,NA,US,US-MI,Jackson,no,KJXN,JXN,JXN,http://www.co.jackson.mi.us/airport/,https://en.wikipedia.org/wiki/Jackson_County_Airport_(Michigan),
20273,KKB,seaplane_base,Kitoi Bay Seaplane Base,58.1908989,-152.3699951,0,NA,US,US-AK,Kitoi Bay,no,KKB,KKB,KKB,,https://en.wikipedia.org/wiki/Kitoi_Bay_Seaplane_Base,
20275,KKIC,small_airport,Mesa Del Rey Airport,36.22800064,-121.1220016,370,NA,US,US-CA,King City,no,KKIC,KIC,KIC,http://www.kingcity.com/index.php?option=com_content&task=view&id=39&Itemid=112,https://en.wikipedia.org/wiki/Mesa_Del_Rey_Airport,
20276,KKL,seaplane_base,Karluk Lake Seaplane Base,57.36700058,-154.0279999,368,NA,US,US-AK,Karluk Lake,no,KKL,KKL,KKL,,,
20277,KKLS,medium_airport,Southwest Washington Regional Airport,46.11800003,-122.8980026,20,NA,US,US-WA,Kelso,no,KKLS,KLS,KLS,http://www.kelso.gov/Departments%20%2526%20Services/Airport,https://en.wikipedia.org/wiki/Southwest_Washington_Regional_Airport,"Molt Taylor Field, Kelso-Longview Regional"
20279,KKU,small_airport,Ekuk Airport,58.81119919,-158.5590057,30,NA,US,US-AK,Ekuk,no,KKU,KKU,KKU,,,
20283,KL06,small_airport,Furnace Creek Airport,36.463799,-116.880997,-210,NA,US,US-CA,Death Valley National Park,no,,DTH,L06,,https://en.wikipedia.org/wiki/Furnace_Creek_Airport,
20284,KL08,small_airport,Borrego Valley Airport,33.25899887,-116.3209991,520,NA,US,US-CA,Borrego Springs,no,L08,BXS,L08,http://www.borregospringschamber.com/airport.html,https://en.wikipedia.org/wiki/Borrego_Valley_Airport,
20296,KL35,small_airport,Big Bear City Airport,34.26380157,-116.8560028,6752,NA,US,US-CA,Big Bear,no,L35,RBF,L35,http://www.bigbearcityairport.com/,https://en.wikipedia.org/wiki/Big_Bear_City_Airport,
20309,KL72,small_airport,Trona Airport,35.8125,-117.3270035,1716,NA,US,US-CA,Trona,no,L72,TRH,L72,http://www.trona-ca.com/trona-airport/,https://en.wikipedia.org/wiki/Trona_Airport,
20317,KLAA,small_airport,Southeast Colorado Regional Airport,38.064852,-102.683201,3706,NA,US,US-CO,Lamar,no,KLAA,LAA,LAA,http://www.ci.lamar.co.us/index.asp?Type=B_BASIC&SEC={C91FC3CC-5A83-4F9C-9AF7-A96F374C2EE5}&DE=,https://en.wikipedia.org/wiki/Lamar_Municipal_Airport,Lamar Municipal
3627,KLAF,medium_airport,Purdue University Airport,40.41230011,-86.93689728,606,NA,US,US-IN,Lafayette,no,KLAF,LAF,LAF,,https://en.wikipedia.org/wiki/Purdue_University_Airport,
3628,KLAL,medium_airport,Lakeland Linder International Airport,27.988899,-82.018602,142,NA,US,US-FL,Lakeland,no,KLAL,LAL,LAL,,https://en.wikipedia.org/wiki/Lakeland_Linder_Regional_Airport,
20318,KLAM,small_airport,Los Alamos Airport,35.87979889,-106.2689972,7171,NA,US,US-NM,Los Alamos,no,KLAM,LAM,LAM,,https://en.wikipedia.org/wiki/Los_Alamos_County_Airport,
3629,KLAN,medium_airport,Capital City Airport,42.77870178,-84.58740234,861,NA,US,US-MI,Lansing,yes,KLAN,LAN,LAN,,https://en.wikipedia.org/wiki/Lansing_Capital_City_Airport,
3630,KLAR,medium_airport,Laramie Regional Airport,41.31209946,-105.6750031,7284,NA,US,US-WY,Laramie,yes,KLAR,LAR,LAR,,https://en.wikipedia.org/wiki/Laramie_Regional_Airport,
3631,KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,NA,US,US-NV,Las Vegas,yes,KLAS,LAS,LAS,http://www.mccarran.com/,https://en.wikipedia.org/wiki/McCarran_International_Airport,
20319,KLAW,medium_airport,Lawton Fort Sill Regional Airport,34.56769943,-98.41660309,1110,NA,US,US-OK,Lawton,no,KLAW,LAW,LAW,,https://en.wikipedia.org/wiki/Lawton-Fort_Sill_Regional_Airport,
3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125,NA,US,US-CA,Los Angeles,yes,KLAX,LAX,LAX,https://www.flylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,
3633,KLBB,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,NA,US,US-TX,Lubbock,yes,KLBB,LBB,LBB,http://www.flylia.com/,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,
3634,KLBE,medium_airport,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,NA,US,US-PA,Latrobe,yes,KLBE,LBE,LBE,,https://en.wikipedia.org/wiki/Arnold_Palmer_Regional_Airport,
3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,NA,US,US-NE,North Platte,yes,KLBF,LBF,LBF,,https://en.wikipedia.org/wiki/North_Platte_Regional_Airport,
3636,KLBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,NA,US,US-KS,Liberal,yes,KLBL,LBL,LBL,,https://en.wikipedia.org/wiki/Liberal_Municipal_Airport,
20322,KLBT,medium_airport,Lumberton Regional Airport,34.60990143,-79.05940247,126,NA,US,US-NC,Lumberton,no,KLBT,LBT,LBT,http://www.lumbertonmunicipalairport.com/default.htm,https://en.wikipedia.org/wiki/Lumberton_Municipal_Airport,
20323,KLBX,medium_airport,Texas Gulf Coast Regional Airport,29.10860062,-95.46209717,25,NA,US,US-TX,Angleton/Lake Jackson,no,KLBX,LJN,LBX,http://www.flylbx.org/,https://en.wikipedia.org/wiki/Texas_Gulf_Coast_Regional_Airport,Texas Gulf Coast Regional Airport
3637,KLCH,medium_airport,Lake Charles Regional Airport,30.12610054,-93.22329712,15,NA,US,US-LA,Lake Charles,yes,KLCH,LCH,LCH,,https://en.wikipedia.org/wiki/Lake_Charles_Regional_Airport,
20325,KLCI,small_airport,Laconia Municipal Airport,43.5727005,-71.41889954,545,NA,US,US-NH,Laconia,no,KLCI,LCI,LCI,http://www.laconiaairport.com/laa/,https://en.wikipedia.org/wiki/Laconia_Municipal_Airport,
3638,KLCK,large_airport,Rickenbacker International Airport,39.813801,-82.927803,744,NA,US,US-OH,Columbus,yes,KLCK,LCK,LCK,http://rickenbackerinlandport.com/en/rickenbacker-international-airport/,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport,Lockbourne Army Air Field
20326,KLCQ,small_airport,Lake City Gateway Airport,30.18199921,-82.57689667,201,NA,US,US-FL,Lake City,no,KLCQ,LCQ,LCQ,http://www.lcfla.com/index.php/departments/gateway-airport-klcq,https://en.wikipedia.org/wiki/Lake_City_Gateway_Airport,Lake City Municipal Airport
20327,KLDJ,small_airport,Linden Airport,40.61740112,-74.24459839,23,NA,US,US-NJ,Linden,no,KLDJ,LDJ,LDJ,http://www.lindenairportnj.com/,https://en.wikipedia.org/wiki/Linden_Airport,"Manhattan, New York City, NYC"
20328,KLDM,small_airport,Mason County Airport,43.96250153,-86.40789795,646,NA,US,US-MI,Ludington,no,KLDM,LDM,LDM,,https://en.wikipedia.org/wiki/Mason_County_Airport_(Michigan),
3639,KLEB,medium_airport,Lebanon Municipal Airport,43.62609863,-72.30419922,603,NA,US,US-NH,Lebanon,yes,KLEB,LEB,LEB,http://flyleb.com/,https://en.wikipedia.org/wiki/Lebanon_Municipal_Airport_(New_Hampshire),
20329,KLEE,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,76,NA,US,US-FL,Leesburg,no,KLEE,LEE,LEE,http://www.leesburgflorida.gov/index.aspx?page=45,https://en.wikipedia.org/wiki/Leesburg_International_Airport,Leesburg AAF
20330,KLEM,small_airport,Lemmon Municipal Airport,45.91870117,-102.1060028,2571,NA,US,US-SD,Lemmon,no,KLEM,LEM,LEM,http://www.lemmonsd.com/ray-kolb-field-airport.php,,Ray Kolb Field
20331,KLEW,small_airport,Auburn Lewiston Municipal Airport,44.04850006,-70.28350067,288,NA,US,US-ME,Auburn/Lewiston,no,KLEW,LEW,LEW,http://www.flytome.com/,https://en.wikipedia.org/wiki/Auburn/Lewiston_Municipal_Airport,NAAF Lewiston
3640,KLEX,large_airport,Blue Grass Airport,38.03649902,-84.60590363,979,NA,US,US-KY,Lexington,yes,KLEX,LEX,LEX,http://www.bluegrassairport.com/,https://en.wikipedia.org/wiki/Blue_Grass_Airport,
3641,KLFI,large_airport,Langley Air Force Base,37.082901,-76.36049652,11,NA,US,US-VA,Hampton,no,KLFI,LFI,LFI,http://www.langleyafb.us/,https://en.wikipedia.org/wiki/Langley_Field,Langley Field
20332,KLFK,medium_airport,Angelina County Airport,31.23399925,-94.75,296,NA,US,US-TX,Lufkin,no,KLFK,LFK,LFK,http://www.angelinacounty.net/departments/airport,https://en.wikipedia.org/wiki/Angelina_County_Airport,
3642,KLFT,large_airport,Lafayette Regional Airport,30.20529938,-91.98760223,42,NA,US,US-LA,Lafayette,yes,KLFT,LFT,LFT,http://www.lftairport.com/Home,https://en.wikipedia.org/wiki/Lafayette_Regional_Airport,
3643,KLGA,large_airport,La Guardia Airport,40.77719879,-73.87259674,21,NA,US,US-NY,New York,yes,KLGA,LGA,LGA,http://www.panynj.gov/CommutingTravel/airports/html/laguardia.html,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia"
3644,KLGB,medium_airport,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60,NA,US,US-CA,Long Beach,yes,KLGB,LGB,LGB,http://www.lgb.org/,https://en.wikipedia.org/wiki/Long_Beach_Airport,Daugherty Field
20334,KLGC,small_airport,LaGrange Callaway Airport,33.0089,-85.072601,693,NA,US,US-GA,Lagrange,no,KLGC,LGC,LGC,http://lagrangeairport.com/,https://en.wikipedia.org/wiki/LaGrange_Callaway_Airport,
20335,KLGD,small_airport,La Grande/Union County Airport,45.29019928,-118.0070038,2717,NA,US,US-OR,La Grande,no,KLGD,LGD,LGD,http://union-county.org/public-works/airport/,https://en.wikipedia.org/wiki/La_Grande/Union_County_Airport,
20336,KLGF,small_airport,Laguna Army Airfield,32.86000061,-114.3970032,433,NA,US,US-AZ,Yuma Proving Ground(Yuma),no,KLGF,LGF,LGF,http://www.yuma.army.mil/,https://en.wikipedia.org/wiki/Laguna_Army_Airfield,Yuma Proving Ground
20337,KLGU,medium_airport,Logan-Cache Airport,41.79119873,-111.8519974,4457,NA,US,US-UT,Logan,no,KLGU,LGU,LGU,http://logan-cacheairport.org/,https://en.wikipedia.org/wiki/Logan-Cache_Airport,
29668,KLHC,closed,Arlington Municipal Airport,35.28310013,-89.67250061,308,NA,US,US-TN,Arlington,no,KLHC,LHC,,,,
20341,KLHV,small_airport,William T. Piper Memorial Airport,41.13560104,-77.42230225,556,NA,US,US-PA,Lock Haven,no,KLHV,LHV,LHV,http://www.piperairport.com/default.htm,https://en.wikipedia.org/wiki/William_T._Piper_Memorial_Airport,
20342,KLHW,small_airport,Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889099,-81.562303,45,NA,US,US-GA,Fort Stewart(Hinesville),no,KLHW,LIY,LHW,,https://en.wikipedia.org/wiki/Wright_Army_Airfield,
20344,KLHZ,small_airport,Triangle North Executive Airport,36.0233,-78.330299,369,NA,US,US-NC,Louisburg,no,KLHZ,LFN,LHZ,http://www.franklincountync.us/services/airport,https://en.wikipedia.org/wiki/Triangle_North_Executive_Airport,"2N9, Franklin County Airport"
20345,KLIC,small_airport,Limon Municipal Airport,39.27479935,-103.6660004,5374,NA,US,US-CO,Limon,no,KLIC,LIC,LIC,,,
3645,KLIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,262,NA,US,US-AR,Little Rock,yes,KLIT,LIT,LIT,,https://en.wikipedia.org/wiki/Little_Rock_National_Airport,
20348,KLKP,small_airport,Lake Placid Airport,44.26449966,-73.9618988,1747,NA,US,US-NY,Lake Placid,no,KLKP,LKP,LKP,,https://en.wikipedia.org/wiki/Lake_Placid_Airport,
20350,KLKU,small_airport,Louisa County Airport/Freeman Field,38.00979996,-77.9701004,493,NA,US,US-VA,Louisa,no,KLKU,LOW,LKU,http://www.yeslouisa.com/business-in-louisa/transportation-infrastructure/,https://en.wikipedia.org/wiki/Louisa_County_Airport,
20351,KLKV,small_airport,Lake County Airport,42.16109848,-120.3990021,4733,NA,US,US-OR,Lakeview,no,KLKV,LKV,LKV,http://www.lakecountyor.org/government/airport/index.php,https://en.wikipedia.org/wiki/Lake_County_Airport_(Oregon),
20352,KLLJ,small_airport,Challis Airport,44.522999,-114.218002,5072,NA,US,US-ID,Challis,no,KLLJ,CHL,LLJ,http://itd.idaho.gov/aero/Facility%20Directory/launchAirportData.asp?value=LLJ,https://en.wikipedia.org/wiki/Challis_Airport,U15
20356,KLMS,small_airport,Louisville Winston County Airport,33.14619827,-89.0625,575,NA,US,US-MS,Louisville,no,KLMS,LMS,LMS,,,
3646,KLMT,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095,NA,US,US-OR,Klamath Falls,yes,KLMT,LMT,LMT,,https://en.wikipedia.org/wiki/Klamath_Falls_Airport,Klamath Falls Airport
20357,KLNA,small_airport,Palm Beach County Park Airport,26.59300041,-80.08509827,14,NA,US,US-FL,West Palm Beach,no,KLNA,LNA,LNA,,https://en.wikipedia.org/wiki/Palm_Beach_County_Park_Airport,
20359,KLND,medium_airport,Hunt Field,42.81520081,-108.7300034,5586,NA,US,US-WY,Lander,no,KLND,LND,LND,,,
3647,KLNK,medium_airport,Lincoln Airport,40.85100174,-96.75920105,1219,NA,US,US-NE,Lincoln,yes,KLNK,LNK,LNK,http://www.lincolnairport.com/,https://en.wikipedia.org/wiki/Lincoln_Airport_%28Nebraska%29,"Lincoln Army Air Field, Lincoln Air Force Base, 155th Air Refueling Wing"
20361,KLNN,small_airport,Willoughby Lost Nation Municipal Airport,41.68399811,-81.38970184,626,NA,US,US-OH,Willoughby,no,KLNN,LNN,LNN,,https://en.wikipedia.org/wiki/Willoughby_Lost_Nation_Municipal_Airport,
20362,KLNP,small_airport,Lonesome Pine Airport,36.98749924,-82.52999878,2684,NA,US,US-VA,Wise,no,KLNP,LNP,LNP,,https://en.wikipedia.org/wiki/Lonesome_Pine_Airport,
20363,KLNR,small_airport,Tri-County Regional Airport,43.21170044,-90.18160248,717,NA,US,US-WI,Lone Rock,no,KLNR,LNR,LNR,,,
3648,KLNS,medium_airport,Lancaster Airport,40.12170029,-76.2960968,403,NA,US,US-PA,Lancaster,yes,KLNS,LNS,LNS,,https://en.wikipedia.org/wiki/Lancaster_Airport_(Pennsylvania),
20364,KLOL,medium_airport,Derby Field,40.06639862,-118.5650024,3904,NA,US,US-NV,Lovelock,no,KLOL,LOL,LOL,http://pershingcounty.net/index.php/Derby-Field-Airport/derby-field-airport.html,https://en.wikipedia.org/wiki/Derby_Field,
20365,KLOM,small_airport,Wings Field,40.13750076,-75.26509857,302,NA,US,US-PA,Philadelphia,no,KLOM,BBX,LOM,,https://en.wikipedia.org/wiki/Wings_Field,
20366,KLOT,small_airport,Lewis University Airport,41.6072998,-88.09619904,679,NA,US,US-IL,Chicago/Romeoville,no,KLOT,LOT,LOT,http://www.flylot.com/,https://en.wikipedia.org/wiki/Lewis_University_Airport,"Lewis Lockport Airport,"
3649,KLOU,medium_airport,Bowman Field,38.22800064,-85.66369629,546,NA,US,US-KY,Louisville,no,KLOU,LOU,LOU,http://www.flylouisville.com/bowman-field/fast-facts/,https://en.wikipedia.org/wiki/Bowman_Field_(airport),
3650,KLOZ,medium_airport,London-Corbin Airport/Magee Field,37.0821991,-84.0848999,1212,NA,US,US-KY,London,no,KLOZ,LOZ,LOZ,http://www.london-corbinairport.com/,https://en.wikipedia.org/wiki/London-Corbin_Airport,
20367,KLPC,small_airport,Lompoc Airport,34.66559982,-120.4680023,88,NA,US,US-CA,Lompoc,no,KLPC,LPC,LPC,http://www.cityoflompoc.com/transit/airport/,https://en.wikipedia.org/wiki/Lompoc_Airport,
20369,KLQK,small_airport,Pickens County Airport,34.81000137,-82.70290375,1013,NA,US,US-SC,Pickens,no,KLQK,LQK,LQK,http://www.co.pickens.sc.us/Pickens%20County%20Airport/default.aspx,https://en.wikipedia.org/wiki/Pickens_County_Airport_(South_Carolina),
3651,KLRD,medium_airport,Laredo International Airport,27.54380035,-99.46160126,508,NA,US,US-TX,Laredo,yes,KLRD,LRD,LRD,,https://en.wikipedia.org/wiki/Laredo_International_Airport,
3652,KLRF,medium_airport,Little Rock Air Force Base,34.91690063,-92.14969635,311,NA,US,US-AR,Jacksonville,no,KLRF,LRF,LRF,http://www.littlerock.af.mil/,https://en.wikipedia.org/wiki/Little_Rock_Air_Force_Base,
20372,KLRJ,small_airport,Le Mars Municipal Airport,42.77799988,-96.1937027,1197,NA,US,US-IA,Le Mars,no,KLRJ,LRJ,LRJ,http://www.lemarsiowa.com/citygov/airport.htm,https://en.wikipedia.org/wiki/Le_Mars_Municipal_Airport,http://www.lemarsiowa.com/citygov/airport.htm
3653,KLRU,medium_airport,Las Cruces International Airport,32.28939819,-106.9219971,4456,NA,US,US-NM,Las Cruces,no,KLRU,LRU,LRU,,https://en.wikipedia.org/wiki/Las_Cruces_International_Airport,
20375,KLSB,small_airport,Lordsburg Municipal Airport,32.33349991,-108.6920013,4289,NA,US,US-NM,Lordsburg,no,KLSB,LSB,LSB,,,
3654,KLSE,medium_airport,La Crosse Municipal Airport,43.879002,-91.256699,655,NA,US,US-WI,La Crosse,yes,KLSE,LSE,LSE,http://www.lseairport.com/,https://en.wikipedia.org/wiki/La_Crosse_Municipal_Airport,"airport, regional"
3655,KLSF,medium_airport,Lawson Army Air Field (Fort Benning),32.33729935,-84.99130249,232,NA,US,US-GA,Fort Benning(Columbus),no,KLSF,LSF,LSF,,https://en.wikipedia.org/wiki/Lawson_Army_Airfield,
20376,KLSK,small_airport,Lusk Municipal Airport,42.75379944,-104.4049988,4964,NA,US,US-WY,Lusk,no,KLSK,LSK,LSK,http://www.townoflusk.org/index.asp?SEC=8DC74273-DA87-42DE-9B52-6431163B38FE&Type=B_BASIC,,
20377,KLSN,small_airport,Los Banos Municipal Airport,37.06290054,-120.8690033,121,NA,US,US-CA,Los Banos,no,KLSN,LSN,LSN,,https://en.wikipedia.org/wiki/Los_Banos_Municipal_Airport,
3656,KLSV,medium_airport,Nellis Air Force Base,36.23619843,-115.0339966,1870,NA,US,US-NV,Las Vegas,no,KLSV,LSV,LSV,http://www.nellis.af.mil/,https://en.wikipedia.org/wiki/Nellis_Air_Force_Base,"McCarran Field, Las Vegas AAF, Las Vegas AFB"
3657,KLTS,large_airport,Altus Air Force Base,34.667099,-99.26670074,1382,NA,US,US-OK,Altus,no,KLTS,LTS,LTS,http://www.altus.af.mil/,https://en.wikipedia.org/wiki/Altus_Air_Force_Base,
3658,KLUF,large_airport,Luke Air Force Base,33.53499985,-112.3830032,1085,NA,US,US-AZ,Glendale,no,KLUF,LUF,LUF,http://www.luke.af.mil/,https://en.wikipedia.org/wiki/Luke_Air_Force_Base,
3659,KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,483,NA,US,US-OH,Cincinnati,no,KLUK,LUK,LUK,,https://en.wikipedia.org/wiki/Cincinnati_Municipal_Airport,
20381,KLUL,small_airport,Hesler Noble Field,31.67259979,-89.17220306,238,NA,US,US-MS,Laurel,no,KLUL,LUL,LUL,,https://en.wikipedia.org/wiki/Hesler-Noble_Field,
20384,KLVK,small_airport,Livermore Municipal Airport,37.69340134,-121.8199997,400,NA,US,US-CA,Livermore,no,KLVK,LVK,LVK,http://www.cityoflivermore.net/citygov/pw/public_works_divisions/airport/default.asp,https://en.wikipedia.org/wiki/Livermore_Municipal_Airport,
20385,KLVL,small_airport,Brunswick Municipal Airport,36.7728,-77.794296,329,NA,US,US-VA,Lawrenceville,no,KLVL,LVL,LVL,,,
20386,KLVM,medium_airport,Mission Field,45.69940186,-110.447998,4660,NA,US,US-MT,Livingston,no,KLVM,LVM,LVM,http://www.parkcounty.org/site/Air_M_1.html#mf,https://en.wikipedia.org/wiki/Mission_Field,
20388,KLVS,medium_airport,Las Vegas Municipal Airport,35.65420151,-105.1419983,6877,NA,US,US-NM,Las Vegas,no,KLVS,LVS,LVS,http://www.lasvegasnm.gov/business/municipal_airport/index.php,https://en.wikipedia.org/wiki/Las_Vegas_Municipal_Airport,
20390,KLWB,medium_airport,Greenbrier Valley Airport,37.85829926,-80.39949799,2302,NA,US,US-WV,Lewisburg,no,KLWB,LWB,LWB,,https://en.wikipedia.org/wiki/Greenbrier_Valley_Airport,
20391,KLWC,small_airport,Lawrence Municipal Airport,39.01119995,-95.21659851,833,NA,US,US-KS,Lawrence,no,KLWC,LWC,LWC,http://www.lawrenceks.org/airport,https://en.wikipedia.org/wiki/Lawrence_Municipal_Airport_(Kansas),
20392,KLWL,small_airport,Wells Municipal Airport/Harriet Field,41.11709976,-114.9219971,5772,NA,US,US-NV,Wells,no,KLWL,LWL,LWL,http://www.cityofwellsnv.com/airport.shtml,https://en.wikipedia.org/wiki/Wells_Municipal_Airport_(Nevada),
3660,KLWM,medium_airport,Lawrence Municipal Airport,42.71720123,-71.12339783,148,NA,US,US-MA,Lawrence,no,KLWM,LWM,LWM,http://www.lawrencemunicipalairport.com/,https://en.wikipedia.org/wiki/Lawrence_Municipal_Airport_(Massachusetts),
20393,KLWS,medium_airport,Lewiston Nez Perce County Airport,46.37450027,-117.0149994,1442,NA,US,US-ID,Lewiston,yes,KLWS,LWS,LWS,,https://en.wikipedia.org/wiki/Lewiston-Nez_Perce_County_Airport,
3661,KLWT,medium_airport,Lewistown Municipal Airport,47.04930115,-109.4670029,4170,NA,US,US-MT,Lewistown,yes,KLWT,LWT,LWT,,https://en.wikipedia.org/wiki/Lewistown_Municipal_Airport,
20394,KLWV,small_airport,Lawrenceville Vincennes International Airport,38.7643013,-87.60549927,430,NA,US,US-IL,Lawrenceville,no,KLWV,LWV,LWV,http://www.midamericanaircenter.com/,https://en.wikipedia.org/wiki/Lawrenceville%E2%80%93Vincennes_International_Airport,George AAF
20396,KLXN,small_airport,Jim Kelly Field,40.79100037,-99.77729797,2413,NA,US,US-NE,Lexington,no,KLXN,LXN,LXN,http://www.cityoflex.com/index.aspx?page=46,https://en.wikipedia.org/wiki/Jim_Kelly_Field,
20398,KLXV,small_airport,Lake County Airport,39.22029877,-106.3170013,9927,NA,US,US-CO,Leadville,no,KLXV,LXV,LXV,http://www.lxvairport.com/home.html,https://en.wikipedia.org/wiki/Lake_County_Airport_(Colorado),
3662,KLYH,medium_airport,Lynchburg Regional Preston Glenn Field,37.3266983,-79.20040131,938,NA,US,US-VA,Lynchburg,yes,KLYH,LYH,LYH,,https://en.wikipedia.org/wiki/Lynchburg_Regional_Airport,
20400,KLYO,small_airport,Lyons-Rice County Municipal Airport,38.34280014,-98.22689819,1691,NA,US,US-KS,Lyons,no,KLYO,LYO,LYO,http://www.lyonsks.org/index.aspx?nid=915,,
20401,KLZU,small_airport,Gwinnett County Briscoe Field,33.97809982,-83.96240234,1061,NA,US,US-GA,Lawrenceville,no,KLZU,LZU,LZU,http://www.lzuairport.com/,https://en.wikipedia.org/wiki/Gwinnett_County_Airport,
20410,KM13,small_airport,Poplarville Pearl River County Airport,30.7859993,-89.50450134,320,NA,US,US-MS,Poplarville,no,M13,PCU,M13,,,
20453,KM75,small_airport,Malta Airport,48.3669014,-107.9189987,2254,NA,US,US-MT,Malta,no,M75,MLK,M75,,https://en.wikipedia.org/wiki/Malta_Airport_(Montana),
20468,KMAC,small_airport,Macon Downtown Airport,32.82210159,-83.56199646,437,NA,US,US-GA,Macon,no,KMAC,MAC,MAC,,https://en.wikipedia.org/wiki/Macon_Downtown_Airport,
20469,KMAE,small_airport,Madera Municipal Airport,36.98860168,-120.1119995,255,NA,US,US-CA,Madera,no,KMAE,MAE,MAE,,https://en.wikipedia.org/wiki/Madera_Municipal_Airport,
3663,KMAF,medium_airport,Midland International Airport,31.94249916,-102.2020035,2871,NA,US,US-TX,Midland,yes,KMAF,MAF,MAF,,https://en.wikipedia.org/wiki/Midland_International_Airport,
20473,KMAW,small_airport,Malden Regional Airport,36.6006012,-89.99220276,294,NA,US,US-MO,Malden,no,KMAW,MAW,MAW,http://www.maldenmo.com/airport_intro.html,https://en.wikipedia.org/wiki/Malden_Regional_Airport,Malden Airbase
20474,KMBG,medium_airport,Mobridge Municipal Airport,45.54650116,-100.4079971,1716,NA,US,US-SD,Mobridge,no,KMBG,MBG,MBG,,https://en.wikipedia.org/wiki/Mobridge_Municipal_Airport,
